# RNA expression levels in TPM (transcripts per million transcripts)
# At 0'..30' time points after rifampin inhibition of RNA synthesis
#
gene	class	0m	3m	6m	9m	12m	15m	18m	21m	24m	27m	30m
pakS	early	563.10	410.80	292.79	184.79	125.72	65.93	50.89	35.94	19.99	7.99	5.00
wntB	middle	142.03	162.92	183.87	185.79	190.57	185.81	189.57	198.68	203.88	185.86	169.09
qrnN	middle	17.00	17.99	6.99	8.99	4.99	1.00	1.00	1.00	0.00	0.00	0.00
uhgU	middle	8.00	7.00	10.99	6.99	5.99	3.00	4.99	10.98	5.00	5.00	2.00
cjrS	early	62.01	43.98	52.96	46.95	27.94	15.98	13.97	12.98	5.00	5.00	2.00
hqmI	middle	465.08	555.73	720.47	774.11	805.20	873.11	921.92	982.43	998.40	984.28	964.54
dyuY	late	210.04	288.86	417.69	478.45	588.69	643.34	673.48	810.70	930.44	974.28	995.56
qacL	middle	202.04	216.90	207.85	177.80	145.67	123.87	96.78	95.85	65.96	59.96	50.03
tiaK	early	2.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
tpuN	middle	1148.21	1462.30	1723.73	1961.74	2200.09	2400.55	2461.45	2622.80	2538.48	2687.03	2679.50
lzhF	middle	63.01	82.96	57.96	54.94	50.89	28.97	17.96	16.97	13.99	11.99	9.01
bnjS	middle	0.00	2.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00
wfhZ	middle	89.02	78.96	96.93	117.86	110.75	113.88	112.75	112.82	101.94	99.93	111.06
zzmY	early	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
parX	early	176.03	121.94	108.92	68.92	50.89	50.95	33.92	13.98	18.99	11.99	1.00
zjoP	early	62.01	43.98	37.97	24.97	13.97	8.99	3.99	3.00	1.00	2.00	2.00
jnzG	middle	347.06	338.84	386.72	398.54	363.19	359.63	364.18	311.50	281.83	238.82	220.12
lqdF	early	212.04	148.93	77.94	47.94	20.95	18.98	7.98	5.99	1.00	0.00	0.00
pluP	middle	24.00	35.98	31.98	34.96	30.93	22.98	27.94	20.97	10.99	14.99	12.01
olnB	early	19.00	6.00	9.99	6.99	6.98	4.00	2.99	1.00	1.00	0.00	0.00
jeeC	early	17.00	11.99	12.99	14.98	12.97	8.99	8.98	10.98	1.00	3.00	2.00
vxdN	middle	286.05	319.85	339.75	314.64	346.23	294.70	318.28	293.53	245.85	231.83	231.13
jgjF	early	71.01	54.97	41.97	15.98	14.97	7.99	2.99	0.00	1.00	0.00	0.00
ejiI	middle	388.07	422.80	422.69	377.57	338.24	312.68	265.40	211.66	209.87	148.89	136.08
gffC	middle	39.01	34.98	51.96	38.96	33.92	33.97	21.95	20.97	25.98	15.99	17.01
dshY	early	19.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hstB	middle	120.02	211.90	192.86	196.77	288.36	304.69	323.27	370.41	367.78	401.70	393.22
finC	early	164.03	93.95	60.96	10.99	8.98	3.00	1.00	1.00	0.00	0.00	0.00
sgpQ	middle	2.00	3.00	1.00	1.00	1.00	2.00	0.00	2.00	0.00	0.00	0.00
izoG	early	2743.49	2581.76	2272.33	1883.83	1464.73	1188.79	946.87	688.90	487.71	362.73	278.16
coxU	early	3966.71	1852.11	708.48	286.67	122.73	44.95	17.96	4.99	1.00	2.00	0.00
ubqQ	early	91.02	74.96	55.96	30.96	23.95	14.98	8.98	9.98	2.00	6.00	3.00
wbnV	middle	20.00	33.98	37.97	31.96	17.96	21.98	27.94	15.97	11.99	7.99	10.01
vsvK	early	64.01	60.97	61.95	59.93	56.87	60.94	42.90	36.94	37.98	32.98	14.01
jzrR	early	28.01	21.99	22.98	26.97	15.96	16.98	17.96	10.98	8.00	3.00	4.00
jtyM	early	19.00	12.99	14.99	7.99	2.99	2.00	2.99	1.00	1.00	0.00	0.00
aemK	early	3.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ynuI	early	34.01	27.99	19.99	18.98	15.96	12.99	8.98	7.99	7.00	5.00	2.00
kuuG	middle	12.00	18.99	12.99	13.98	4.99	3.00	1.00	3.00	1.00	1.00	2.00
ebeU	early	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
kggK	early	1097.20	854.59	602.56	445.49	330.26	194.80	136.69	89.86	54.97	29.98	12.01
gcbE	early	15.00	2.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
tspQ	early	51.01	10.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
sdhG	early	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
bqgK	early	82.01	44.98	22.98	9.99	3.99	4.99	1.00	0.00	1.00	0.00	0.00
kiuX	early	5.00	4.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
lqiY	early	9.00	4.00	3.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
bojA	early	659.12	622.70	571.58	462.47	437.02	302.69	259.42	200.68	167.90	123.91	72.04
nmrQ	early	64.01	7.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
pbfJ	early	491.09	115.94	19.99	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
faeY	middle	1.00	5.00	4.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
nqlE	early	1350.24	582.72	236.83	92.89	25.94	11.99	3.99	2.00	1.00	0.00	0.00
sysY	early	491.09	400.81	324.76	255.71	178.60	128.87	117.73	61.90	38.98	28.98	20.01
mamF	early	1742.31	1379.34	922.32	657.24	469.95	304.69	176.60	122.80	65.96	44.97	35.02
dboH	early	56.01	31.98	14.99	7.99	2.00	1.00	2.00	3.00	0.00	0.00	1.00
iwoR	early	28.01	20.99	12.99	5.99	5.99	2.00	0.00	0.00	0.00	0.00	0.00
hffM	early	16.00	10.99	9.99	10.99	5.99	3.00	2.99	0.00	1.00	0.00	0.00
uzoA	early	6.00	3.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
xgvI	middle	375.07	474.77	517.62	582.33	568.73	546.44	530.80	571.09	531.68	584.57	549.31
mnsA	early	32.01	11.99	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
rblS	middle	11.00	12.99	6.99	11.99	4.99	3.00	2.00	3.00	6.00	2.00	0.00
crzV	early	5.00	1.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
norZ	early	28.01	15.99	6.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
eykJ	early	54.01	49.98	40.97	32.96	26.94	29.97	20.95	12.98	5.00	9.99	7.00
couH	early	867.16	727.65	586.57	400.54	304.32	210.78	161.64	88.86	69.96	51.96	26.01
npwK	early	135.02	129.94	127.91	99.89	97.78	60.94	55.87	36.94	36.98	16.99	19.01
yrsN	early	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
jrwT	middle	46.01	57.97	57.96	47.94	49.89	50.95	34.92	44.93	28.98	20.98	23.01
kouD	early	98.02	79.96	52.96	39.95	34.92	23.98	13.97	8.99	3.00	5.00	3.00
mxfM	early	124.02	92.96	89.93	58.93	47.89	44.95	20.95	22.96	11.99	4.00	4.00
tiwM	early	241.04	149.93	63.95	25.97	18.96	7.99	4.99	2.00	0.00	2.00	0.00
dfqR	early	5.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ormA	early	21.00	9.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aqbB	early	29.01	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cmrB	early	15.00	10.99	6.99	7.99	7.98	3.00	2.00	2.00	0.00	0.00	0.00
gziU	early	52.01	24.99	12.99	3.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00
ykkI	early	45.01	42.98	14.99	17.98	9.98	6.99	4.99	2.00	1.00	1.00	0.00
sweO	middle	134.02	153.93	189.86	220.75	241.46	177.82	199.55	221.65	185.89	173.87	171.10
kzyW	early	47.01	44.98	40.97	31.96	13.97	21.98	15.96	4.99	10.99	4.00	2.00
xzfE	middle	1502.27	1762.15	2008.53	2253.41	2388.67	2436.51	2556.24	2555.91	2479.52	2430.21	2468.38
tfbH	early	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
kyuF	early	1111.20	270.87	64.95	14.98	1.00	0.00	0.00	0.00	0.00	0.00	0.00
lfdM	early	31.01	19.99	7.99	8.99	6.98	1.00	2.99	0.00	1.00	1.00	0.00
jctH	early	300.05	190.91	114.92	71.92	46.90	29.97	15.96	12.98	5.00	3.00	1.00
bttV	middle	4.00	3.00	5.00	1.00	2.99	0.00	0.00	0.00	0.00	1.00	0.00
avjM	early	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
nyyH	middle	394.07	425.80	496.64	549.37	547.78	558.43	566.72	515.18	527.68	483.64	458.26
kriO	early	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cxlD	early	37.01	8.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
rkoN	early	129.02	121.94	79.94	59.93	46.90	35.96	32.93	17.97	23.99	7.99	6.00
nsxY	middle	1.00	3.00	0.00	0.00	2.00	1.00	1.00	1.00	1.00	1.00	1.00
kqzK	middle	24.00	24.99	18.99	16.98	15.96	9.99	15.96	9.98	8.00	9.99	5.00
hzqB	early	45.01	32.98	27.98	17.98	4.99	5.99	2.99	9.98	3.00	0.00	0.00
jhbU	middle	255.05	283.86	253.81	221.74	169.62	159.84	139.69	124.80	106.94	73.95	70.04
gngQ	early	10.00	7.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ghiX	late	963.17	1301.38	1725.73	1986.71	2282.90	2736.20	3013.21	3455.47	3709.78	4071.01	4429.48
tiwJ	middle	186.03	248.88	278.80	316.64	359.20	385.61	392.12	438.30	392.77	395.71	425.24
bweH	early	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
wkiN	early	240.04	202.90	140.90	104.88	77.83	60.94	31.93	22.96	11.99	8.99	9.01
jayQ	early	16.00	11.99	7.99	5.99	7.98	5.99	1.00	0.00	0.00	1.00	1.00
fcpK	early	13.00	2.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cipR	early	11.00	7.00	2.00	1.00	0.00	3.00	1.00	1.00	0.00	0.00	0.00
mnlD	early	8.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
wjaS	early	200.04	167.92	151.89	122.86	89.80	61.94	53.88	41.93	28.98	26.98	18.01
fkiK	middle	9.00	11.99	2.00	2.00	4.99	4.00	2.00	1.00	1.00	1.00	2.00
kozJ	middle	76.01	107.95	135.90	166.81	148.67	168.83	191.57	185.70	192.88	218.84	192.11
vbwH	middle	159.03	182.91	225.83	219.75	218.51	227.77	227.49	196.69	187.89	189.86	179.10
urrR	early	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
bjcH	middle	18.00	26.99	19.99	8.99	5.99	2.00	2.99	0.00	0.00	0.00	0.00
wvhQ	early	451.08	413.80	297.78	216.75	159.64	103.89	66.85	43.93	28.98	21.98	10.01
xogQ	early	33.01	6.00	6.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
puyV	early	20.00	6.00	5.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
wuzP	early	11.00	10.00	6.00	2.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00
tpwB	early	161.03	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
dywV	early	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
nurI	middle	1397.25	1418.32	1288.05	1122.71	1046.66	894.09	710.40	674.92	537.68	419.69	328.18
yofA	early	5.00	3.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
nmsN	early	80.01	36.98	12.99	8.99	2.99	1.00	0.00	0.00	0.00	0.00	0.00
mmrN	early	61.01	22.99	11.99	10.99	3.99	0.00	0.00	0.00	0.00	0.00	0.00
wfiV	early	12.00	10.99	8.99	6.99	5.99	0.00	0.00	1.00	0.00	0.00	0.00
vtcC	middle	69.01	73.96	64.95	57.93	33.92	33.97	27.94	17.97	15.99	15.99	8.00
udkH	early	22.00	12.99	13.99	10.99	8.98	10.99	2.99	1.00	1.00	1.00	0.00
bxxE	middle	70.01	93.95	102.92	123.86	96.78	94.90	100.77	73.88	85.95	64.95	76.04
tfoS	middle	12.00	13.99	3.00	7.99	0.00	2.00	1.00	0.00	0.00	0.00	0.00
yeoS	middle	183.03	197.91	236.83	247.71	242.46	253.74	233.47	265.58	208.88	185.86	194.11
jzvJ	late	260.05	317.85	411.70	501.42	599.66	661.32	778.25	786.74	881.47	950.30	964.54
gaaL	middle	36.01	51.98	59.96	62.93	94.79	102.89	97.78	109.82	124.93	135.90	120.07
jahV	middle	479.09	578.72	654.52	666.23	687.46	661.32	671.49	628.00	655.61	632.54	607.34
gflD	early	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ljvW	early	20.00	15.99	10.99	3.00	2.99	3.00	1.00	0.00	0.00	0.00	0.00
nbfA	early	265.05	180.91	135.90	74.91	44.90	21.98	16.96	5.99	5.00	6.00	1.00
qrnS	early	235.04	204.90	163.88	124.86	87.80	62.94	45.90	29.95	23.99	10.99	6.00
qrzW	early	62.01	61.97	56.96	50.94	56.87	41.96	41.91	27.96	38.98	28.98	23.01
yhkA	early	77.01	70.97	34.97	25.97	16.96	13.99	5.99	3.00	2.00	1.00	1.00
zbwQ	early	7.00	3.00	6.00	5.99	3.99	1.00	4.99	1.00	1.00	0.00	0.00
luzU	early	48.01	34.98	21.98	4.99	12.97	3.00	2.00	2.00	4.00	0.00	1.00
wlcI	middle	9.00	10.00	9.99	10.99	9.98	10.99	6.98	4.99	6.00	2.00	5.00
acgG	middle	44.01	46.98	34.97	43.95	38.91	40.96	32.93	28.95	26.98	20.98	19.01
cyoL	early	6.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
nrcO	early	45.01	31.98	4.00	7.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00
zwbR	middle	268.05	354.83	419.69	519.40	557.75	639.35	728.36	768.77	854.49	929.32	900.51
gtcV	early	65.01	49.98	46.97	55.94	23.95	33.97	22.95	22.96	11.99	9.99	12.01
avwJ	early	261.05	195.91	122.91	65.92	58.87	26.97	14.97	3.99	8.99	1.00	2.00
usdU	early	21.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
rdrP	early	5.00	4.00	3.00	4.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
apqJ	middle	12.00	10.00	22.98	17.98	12.97	18.98	22.95	17.97	9.99	8.99	10.01
yqzO	early	362.06	301.86	236.83	180.79	132.70	88.91	55.87	31.95	35.98	27.98	7.00
wueP	early	17.00	10.99	3.00	0.00	3.99	1.00	0.00	0.00	0.00	0.00	0.00
ivbC	middle	189.03	199.90	262.81	267.69	334.25	302.69	341.23	363.42	356.79	313.77	338.19
xziH	early	140.03	25.99	6.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ltgP	middle	695.12	695.67	757.44	748.14	669.50	679.31	568.72	513.18	486.71	397.71	372.21
tchB	early	49.01	30.99	23.98	9.99	2.99	4.99	2.00	3.00	1.00	1.00	0.00
xdaD	middle	53.01	45.98	54.96	42.95	40.91	31.97	27.94	19.97	30.98	13.99	15.01
kapQ	early	66.01	37.98	23.98	15.98	10.98	4.00	2.99	2.00	1.00	0.00	0.00
wlfE	early	31.01	15.99	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
iiqV	middle	26.00	24.99	26.98	14.98	16.96	18.98	10.98	9.98	8.00	6.99	4.00
fvoU	middle	490.09	525.75	473.65	515.41	404.10	389.60	311.30	299.52	237.86	181.87	171.10
gmpF	early	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
sgkS	early	27.00	3.00	9.99	1.00	1.00	2.00	1.00	0.00	0.00	0.00	0.00
qxkQ	early	71.01	60.97	25.98	15.98	10.98	2.00	3.99	2.00	0.00	0.00	0.00
tklC	middle	4.00	4.00	6.99	2.00	0.00	0.00	1.00	0.00	2.00	1.00	0.00
uopB	middle	15.00	27.99	20.98	13.98	21.95	27.97	29.93	30.95	23.99	16.99	19.01
yiwE	early	37.01	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
jekO	early	71.01	30.99	10.99	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gpeO	early	2616.47	2557.77	2259.34	1982.72	1731.13	1342.63	1134.44	924.52	817.51	595.56	433.24
wcjQ	middle	195.03	197.91	136.90	108.87	95.79	69.93	42.90	28.95	25.98	17.99	13.01
thlZ	early	30.01	12.99	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
dixO	early	78.01	20.99	6.99	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
puqQ	early	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
tuoC	early	21.00	15.99	9.99	4.99	2.00	0.00	1.00	0.00	0.00	0.00	0.00
jstI	early	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ftpJ	early	29.01	10.00	2.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ltbT	early	24.00	21.99	11.99	20.98	16.96	5.99	11.97	7.99	4.00	3.00	7.00
tibT	early	60.01	24.99	5.00	3.00	2.99	0.00	1.00	0.00	0.00	0.00	0.00
eeaQ	early	21.00	3.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
tvyC	middle	69.01	73.96	89.93	71.92	70.84	62.94	81.82	68.89	66.96	64.95	50.03
cuxZ	middle	121.02	131.94	155.89	172.80	159.64	152.84	143.68	130.79	116.93	102.92	94.05
cnhM	late	43.01	58.97	56.96	91.89	76.83	99.90	112.75	105.83	126.92	122.91	128.07
nwzX	early	39.01	15.99	11.99	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
bvaI	middle	553.10	656.68	619.55	523.40	427.05	381.61	323.27	308.51	241.86	186.86	161.09
xaeQ	late	160.03	236.89	317.77	373.57	364.19	501.49	501.87	576.08	627.62	765.44	806.45
owtI	middle	20.00	30.99	16.99	16.98	14.97	4.00	6.98	2.00	8.99	1.00	0.00
kisW	early	190.03	99.95	56.96	28.97	12.97	6.99	3.99	2.00	1.00	1.00	0.00
cetC	middle	70.01	70.97	61.95	41.95	25.94	12.99	10.98	3.99	7.00	4.00	2.00
amvA	early	8.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
fleP	early	260.05	166.92	103.92	69.92	48.89	26.97	11.97	11.98	4.00	4.00	2.00
iytV	middle	3919.70	4821.69	5468.99	5998.10	6254.03	6667.19	6849.56	6822.08	6996.82	6667.10	6693.76
cliY	early	55.01	34.98	25.98	7.99	8.98	1.00	2.99	2.00	0.00	0.00	1.00
ikkW	early	4.00	1.00	2.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
jqqB	early	167.03	112.95	89.93	43.95	33.92	27.97	10.98	3.99	1.00	3.00	1.00
jbiT	early	418.07	334.84	250.82	211.76	164.63	94.90	95.78	38.94	39.98	20.98	20.01
pdnA	early	125.02	64.97	35.97	26.97	12.97	4.00	2.00	3.00	0.00	1.00	0.00
lwbC	early	14.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ttfO	early	27.00	13.99	8.99	4.00	2.99	0.00	2.99	1.00	0.00	0.00	0.00
tdzF	early	117.02	102.95	49.96	24.97	21.95	17.98	6.98	3.99	4.00	1.00	0.00
hgoZ	middle	1346.24	1494.28	1499.90	1527.24	1438.79	1348.62	1344.97	1226.04	1082.35	961.29	886.50
draO	early	1428.26	1002.52	635.53	400.54	205.54	123.87	83.81	41.93	28.98	6.99	12.01
dklU	early	20.00	10.00	8.99	9.99	7.98	10.99	4.99	2.00	1.00	1.00	2.00
gtvV	early	31.01	26.99	22.98	18.98	10.98	7.99	8.98	3.99	0.00	1.00	1.00
shoW	early	35.01	17.99	16.99	17.98	7.98	1.00	1.00	4.99	4.00	2.00	4.00
mjrQ	middle	64.01	94.95	117.91	122.86	118.73	146.85	154.65	168.73	175.89	193.86	192.11
uftE	middle	31.01	41.98	38.97	32.96	40.91	42.96	51.88	46.92	52.97	39.97	37.02
dueY	early	1104.20	1082.48	996.27	854.02	742.34	572.41	500.87	375.40	318.81	279.79	210.12
dzdS	early	10.00	3.00	6.99	6.99	2.00	0.00	1.00	0.00	0.00	0.00	0.00
iagH	middle	744.13	810.61	797.41	742.15	691.46	642.34	543.77	473.24	436.74	360.73	298.17
ywqN	middle	94.02	107.95	114.92	115.87	103.77	115.88	117.73	99.84	114.93	76.94	84.05
xtjZ	early	50.01	18.99	3.00	3.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
daxP	early	403.07	369.82	340.75	327.62	200.55	189.81	146.67	105.83	86.95	61.95	47.03
kzkF	middle	27.00	28.99	20.98	22.97	25.94	17.98	12.97	18.97	19.99	18.99	9.01
pqxR	early	1335.24	1214.42	1106.19	877.99	669.50	546.44	437.01	299.52	225.86	184.86	110.06
wbsC	middle	581.10	665.68	713.48	796.08	844.12	781.20	757.29	747.80	675.60	632.54	595.33
lluQ	early	25.00	8.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
lbrT	early	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
brtF	early	80.01	64.97	53.96	26.97	18.96	13.99	10.98	4.99	1.00	0.00	2.00
vcpM	early	196.04	52.97	6.99	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
zkzM	middle	22.00	28.99	35.97	27.97	27.94	25.97	16.96	19.97	22.99	9.99	13.01
rbbD	early	76.01	20.99	6.99	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
fmgM	middle	2.00	4.00	5.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
pxmN	middle	20.00	25.99	13.99	9.99	18.96	13.99	10.98	7.99	3.00	5.00	4.00
uquL	early	27.00	15.99	4.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
qocO	middle	533.10	616.70	756.44	832.04	868.06	1010.97	1050.63	1117.21	1129.32	1119.18	1098.62
nnxU	early	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ucrY	early	12.00	10.99	3.00	4.99	2.00	0.00	1.00	0.00	1.00	0.00	0.00
fikQ	early	35.01	27.99	21.98	23.97	15.96	15.98	12.97	5.99	7.00	3.00	6.00
phkN	early	317.06	282.86	294.78	285.67	261.42	227.77	195.56	200.68	138.92	134.90	103.06
llcY	middle	4.00	5.00	4.00	2.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00
drtX	late	23.00	18.99	30.98	36.96	33.92	41.96	37.91	51.92	51.97	53.96	60.03
mfhR	middle	324.06	390.81	457.66	505.42	430.04	480.51	468.94	476.24	435.74	448.67	383.21
uplQ	middle	28.01	28.99	32.98	15.98	10.98	11.99	2.99	5.99	5.00	1.00	3.00
fgkD	early	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
uwgH	early	283.05	282.86	259.81	232.73	152.66	181.81	122.72	116.81	85.95	58.96	46.03
sjpL	early	90.02	76.96	80.94	71.92	50.89	54.94	47.89	36.94	31.98	21.98	22.01
jifZ	early	22.00	12.99	9.99	6.99	4.99	0.00	0.00	0.00	0.00	0.00	0.00
wetP	early	37.01	17.99	5.00	9.99	1.00	1.00	0.00	0.00	0.00	0.00	0.00
zawH	early	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ycfI	early	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
kkrT	early	21.00	14.99	6.00	4.99	3.99	0.00	0.00	0.00	0.00	0.00	0.00
cyeP	early	1.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
nbxZ	early	7.00	3.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ycfV	early	3.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
lyvU	early	144.03	57.97	27.98	8.99	4.99	2.00	0.00	0.00	0.00	0.00	0.00
nmgP	early	21.00	9.00	6.99	2.00	3.99	1.00	2.99	1.00	0.00	0.00	1.00
laeU	early	36.01	18.99	15.99	22.97	7.98	6.99	4.99	3.99	2.00	2.00	2.00
wdgC	early	12.00	9.00	5.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
trdL	middle	399.07	483.77	468.66	564.35	528.82	464.53	420.05	439.30	393.76	372.73	326.18
hkmM	middle	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
arjT	early	42.01	11.99	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ghvW	early	144.03	58.97	38.97	9.99	5.99	1.00	2.00	1.00	0.00	0.00	0.00
waoZ	middle	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
xnpF	middle	10455.87	12635.93	14168.60	15319.37	16027.21	16142.50	16258.35	15831.67	15827.54	14980.99	14637.21
hpqX	early	164.03	69.97	25.98	6.99	6.98	0.00	0.00	0.00	0.00	0.00	0.00
hrgN	early	172.03	138.93	56.96	29.97	13.97	6.99	2.99	1.00	2.00	0.00	0.00
nrsC	middle	136.02	147.93	120.91	87.90	63.86	44.95	29.93	19.97	12.99	15.99	1.00
tfoW	middle	264.05	338.84	413.70	498.43	586.69	599.39	707.41	736.82	759.55	828.39	771.43
otoQ	early	1279.23	1221.41	1079.21	781.10	560.75	434.56	355.20	286.54	214.87	146.89	95.05
lyfN	middle	32.01	41.98	23.98	18.98	12.97	8.99	11.97	3.99	8.99	3.00	1.00
weyP	middle	149.03	158.92	151.89	135.84	110.75	84.91	85.81	65.89	80.95	45.97	44.02
fdmJ	early	3.00	3.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
tqjJ	early	1989.36	1985.05	1954.57	1815.91	1479.70	1341.63	1140.43	924.52	764.54	641.53	548.31
syoU	middle	9.00	11.99	9.99	13.98	5.99	11.99	8.98	5.99	8.99	2.00	4.00
tibY	middle	26.00	34.98	22.98	7.99	7.98	8.99	2.00	2.00	1.00	1.00	0.00
kcvK	early	11.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ziiI	early	13.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
dsmH	early	53.01	22.99	9.99	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
xwxV	early	155.03	149.93	144.89	108.87	76.83	65.93	39.91	34.94	29.98	19.99	19.01
bisZ	early	361.06	318.85	288.79	242.72	151.66	145.85	90.80	80.87	66.96	44.97	31.02
frhT	middle	27.00	40.98	52.96	46.95	62.86	60.94	79.82	80.87	68.96	107.92	76.04
gxyW	early	12.00	4.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
srzC	late	135.02	166.92	195.86	223.74	246.45	280.71	271.39	309.50	302.82	295.78	312.18
zlwQ	middle	793.14	865.58	929.32	926.93	893.01	885.10	854.07	759.78	710.58	678.50	610.34
